text,class,infoclass,city
Come si pu vedere dalle foto allegate  l albero presente nello spazio dell INRCA ormai chiusa da anni insiste sulla strada e gli aghi cadono appunto sulla stessa  Ci che trovo anomalo  che sia cos da mesi  perch il servizio di pulizia della strada non viene mai effettuato  cos come ho riscontrato anche nella via dei giunchi nella quale passo quotidinamente  E  possibile sistemare la situazione attuale e avere informazioni sul perch il servizio di pulizia non viene effettuato  Grazie in anticipo per l attenzione ,1,Ambiente,cagliari
C  e una colonna di fumo nel campo sulla strada indicata credo che non sia il momento adatto per bruciare sterpaglie,4,Sicurezza,negrar
Dopo il temporale di ieri  segnalo lo stato pietoso e impraticabile della suddetta strada sterrata Se prima dell evento la situazione era gia critica ora e disastrosa Praticamente non e una strada ma un fossato con buche dai  ai  cm misurati con il metro Segnalo inoltre come siano scoperte diverse tubature dell acqua potabile Chiedo un sopralluogo urgente per risolvere questa situazione che va avanti ormai da diversi anni ,3,Manutenzione,negrar
L attraversamento di viale Poetto all altezza di Via S arrulloni  ancora notevolmente pericoloso  nonostante il posizionamento dei segnali di avviso per gli automobilisti questi continuano a attraversare l incrocio incuranti del fatto che c  contemporaneit del verde pedonale con il verde delle automobili che svoltano  Particolarmente pericoloso risulta l attraversamento da Via Vergine di Lluc verso via S arrulloni perch le auto che svoltano a destra da San Bartolomeo verso il Poetto non vedono neanche i pedoni e sopraggiungono a velocit rilevante  Si chiede la sistemazione di un semaforo a chiamata che lasci almeno un breve intervallo per attraversare in sicurezza con il fermo totale delle auto ,4,Sicurezza,cagliari
il lampione n  di via Donizetti non funziona da giorni ,2,Illuminazione,negrar
Segnalo che da parecchi giorni la lampadina del lampione situato davanti al num   di via V  De Gama e guasta Grazie ,2,Illuminazione,negrar
Si segnala la necessita di riposizionare il segnale di STOP all uscita di via Valparadiso e se possibile di integrare il limite di velocita di  kmh con altri cartelli all interno della via ,4,Sicurezza,negrar
Buongiorno     Volevo segnalarVi il degrado della Via Marco Polo  l asfalto    totalmente da rifare  sono residente dal  sono state fatte molte richieste di manutenzione ma ad oggi la situazione peggiora sempre di pi e non  stato fatto alcun intervento Spero che questa richiesta sia accolta   Grazie  Cordiali saluti,3,Manutenzione,volpiano
Rifiuti abbandonati vicino alla fermata ATV e alla casa dei testimoni di geova ,1,Ambiente,negrar
Invito gli amministratori a camminare nel primo tratto di via s Francesco quando piove Il manto stradale e in tali condizioni che si formano numerose e ampie pozzanghere e le macchine di passaggio tranne qualche raro caso sollevano e schizzano l acqua a distanza di molti metri sui malcapitati passanti Qui ci abitano una settantina di famiglie e siamo in pieno centro paese Non pretendiamo di avere i bolognini le corsie per ciechi e quant altro ma di poter almeno uscire di casa e camminare in sicurezza che vorrebbe dire avere un senso unico un marciapiede un dosso rallentatore di velocita un asfalto come si deve Invece i pedoni qui non hanno cittadinanza ancora SICUREZZA ZERO Qui galleggiamo sopra le fogne che invadono anche le casevedi signori Lallol acqua invade le cantine e poi viene scaricata in strada  perchxe manca un pozzetto di raccolta e cosxec tutti gli inverni anche se smette di piovere  per un mese almeno siamo allagatisiamo intossicati dai gas di scarico delle macchine sempre piu numerose che  pur di raggiungere il semaforo non rispettano nessuno Complimenti a questa amministrazione per l attenzione che dice di dimostrare ai cittadini     ,4,Sicurezza,negrar
La strada del vico III battista tuveri  fortemente dissestata e trascurata sopratutto il piccolo tratto che collega il vicolo a via palomba se si potesse fare qualcosa sarebbe ottimo visto che molti usano questa stradina ,3,Manutenzione,cagliari
Ho segnalato ancora un anno fa il rumore di una griglia staccata qui in fianco alla chiesa oltre a quella c e anche una pietra della strada staccata  Venite a sentire  GRAZIE,3,Manutenzione,negrar
segnalano il mal funzionamento degli infissi,3,Manutenzione,camerano
Salve  da qualche giorno ormai  nella Via delle cicale  scomparso il cassonetto per l umido  con tutti i disagi del caso ,1,Ambiente,cagliari
I NUOVI PASSAGGI PEDONALI CON DOSSO ARTIFICIALE NON SONO DEBITAMENTE SEGNALATI    I nuovi passaggi pedonali rossi con dosso artificiale presenti in Via Loretana  Via Scandalli  Via Garibaldi non sono dovutamente segnalati  Non basta mettere il cartello di passaggio pedonale  occorre integrare la segnaletica con il cartello di dosso  perch se un guidatore non  al corrente del dosso  o non ci fa caso  e passa sopra al passaggio senza rallentare pu subire danni all auto ,4,Sicurezza,camerano
Segnalo a Pirri in via della Menta la presenza di una Fiat Punto Bianca abbandonata ormai da anni da rimuovere in quanto occupa indebitamente un parcheggio  Grazie ,4,Sicurezza,cagliari
Buche profonde e manto stradale molto rovinato Ennesima segnalazione Non vediamo interventi risolutivi dell amministrazione  ,3,Manutenzione,negrar
In via QUINTARELLI   CHE NON C E NELLA LISTA VIE     ALTEZZA CIVICO  si e riaperta la solita buca RIPARATA INFINITE VOLTE  Occorre una buona volta RIPARARLA SISTEMANDO PRIMA IL FONDO   ,3,Manutenzione,negrar
si segnala lampada bruciata del lampione n  ,2,Illuminazione,negrar
prova di notifica,1,Ambiente,negrar
Via Claudio Monteverdi necessita del rifacimento segnaletica orizzontale ormai inesistente  a seguito lavori estesi di Abbanoa per rifacimento integrale rete idrica il parcheggio dei veicoli  oltremodo disordinato ,3,Manutenzione,cagliari
Il segnale di divieto di sosta posizionato da poco lungo il muro in direzione della Chiesa di Arbizzano e stato tolto  E  rimasto il palo  ,4,Sicurezza,negrar
Salve in via Trincea delle Frasche  fronte civico  vi  una peugeot  blu con specchietto rotto  ferma da almeno due mesi  con targa     quale secondo le mie verifiche non risulta assicurata  ma ferma in strada   Vi ringrazio,4,Sicurezza,cagliari
Facendo seguito a innumerevoli sollecitazioni telefoniche e visite presso l ufficio manutenzione e ufficio lavori pubblici  sono ancora una volta a segnalare che la stradina sterrata di accesso alla contrada Faldere versa in condizioni disastrose  in alcuni punti affiora la viva roccia    Senza parlare della strada asfaltata che porta in localita M te Comun dove bisogna stare attenti a non farsi male anche a piedi       Unico intervento effettuato  e stato l installazione di un limite di velocita  km Cordiali salutiGiancarlo Fedrigo,3,Manutenzione,negrar
DURANTE I LAVORI SULLA STRADA VIA MAZZINI E VIALE DELLA RIMEMBRANZA E  STATO ROVINATO IL MURETTO DI RECINZIONE DELL ABITAZIONE DI VIA N SAURO  DAL CANCELLETTO AL CANCELLO GRANDE,3,Manutenzione,negrar
buongiorno  chiedo se possibile far eliminare erbacce e rovi che limitano molto la visibilita per le auto in transito  grazie ,3,Manutenzione,negrar
Buongiorno  volevo farvi presente che ormai da anni via Bellini  ma comunque tutta la strada per salire a Monterico da via Ca di Cozzi  passato il cartello quotVeronaquot e ridotta ai minimi termini  sembra di essere a Kabul E  in programma una riasfaltatura come ha fatto il comune di Verona sino al confine Grazie,3,Manutenzione,negrar
Vorrei segnalare il disagio di noi residenti in merito al problema dei parcheggi anche in relazione ai lavori iniziati ormai da luglio  ormai in via costituzione  impossibile anche accedere per le operzioni scarico e carico sempre occupato a tutte le ore e anche la via  ormai da mesi sempre occupata nonostante il divieto di accesso ,4,Sicurezza,cagliari
Buongiorno  abito da poco con la mia famiglia in Via Carlo Montanari  al civico   di fronte alla scuola elementare  Tale tratto di strada e sprovvisto di marciapiede ed e piuttosto stretto  I veicoli che percorrono questa via  specie in discesa  lo fanno spesso a forte velocita non curanti dei pedoni costretti a camminare lungo il ciglio della carreggiata  In un paio di occasioni mi e capitato di essere sfiorato al braccio da un veicolo ed una volta lo specchietto retrovisore mi ha proprio toccato il braccio  Sono padre di  bambini di  e  anni e  sebbene stia insegnando loro la massima prudenza  sono terrorizzato dall idea che possano uscire dal cancello ed essere travolti da un auto non appena messo il naso fuori dall uscio Faccio altresxec presente che  soprattutto negli orari di entrata ed uscita dei bambini dalla scuola  la strada e percorsa a piedi da bambini e genitori  che rischiano tutti i giorni di essere travolti  Sono pertanto a chiedere l installazione di un dosso rallentatore per costringere i veicoli che percorrono tale tratto stradale a rispettare i limiti imposti dal buon senso e dalle regole del codice della strada soprattutto Certo di un positivo riscontro  colgo l occasione per augurare buon lavoro Distinti SalutiAntonio Carrxec,4,Sicurezza,negrar
se possibile rimuovere un autoveicolo ford classe A  grigio scuro parcheggiato da almeno  giorni sulla via dante corsia centrale fronte tribunale minorile inutilizzato non funzionante che occupa inutilemnte un posteggio utile ai residenti e non solo ,4,Sicurezza,cagliari
Voglio segnalare la totale mancanza di manutenzione del verde nello spazio tra Via Pantelleria e via Gallinara  Gli pini hanno bisogno di essere ripuliti  i Benjamin crescono senza controllo  alcuni alberi sono morti  Quando fa vento cadono a terra i rami secchi anche di dimensioni considerevoli  Si pu provvedere   grazie,1,Ambiente,cagliari
Quasi alla fine della via  circa  metri prima della Direttissima del Conero c  un segfnale stradale che  scivolato a terra  il palo  retto  penso che si sia allentato il collare  ,4,Sicurezza,camerano
Segnalo che in via Lombardia  vari proprietarie di cani continuano a portare le loro bestie a spargere di escrementi il marciapiede  stavolta come tante altre vicino al portone di altrui abitazione  Vi sembra normale che il Comune e le autorit competenti continuano a tralasciare il problema ed anzi lo accrescono con propagande e privilegi  a favore dei cani e dei loro padronie  Eppure le soluzioni ci sarebbero oppure almeno qualche limite si potrebbe effettuare allego immaginevia Lombardia    cos da venerd sera  fetida  semi schiacciata con mosche ronzanti  Distinti saluti ,4,Sicurezza,cagliari
ALLA DATA ODIERNA  SON TRE GIORNI OVVERO  NOTTI CHE SIAMO AL BUIO  IN VIA IS MIRRIONIS    L ILLUMINAZIONE PUBBLICA NEL COMPLESSO INA CASA TRA LA VIA CORNALIAS E LA VIA IS MIRRIONIS COME EVIDENZIATO NELL  IMMAGINE DI  MAPPA ALLEGATA    EVIDENZIATA IN ROSSO ,2,Illuminazione,cagliari
incredibile  si lascia o si getta l umido in strada  Tutto queste e visibile  nelle vicinanze del n   posso produrre ampia documentazione a prova di quanto descritto  Cordialita,1,Ambiente,negrar
Buongiorno   ho gi segnalato pi volte all assessorato competente un problema relativo alla raccolta differenziata  ma non ho mai  in quasi due mesi  ricevuto il minimo cenno di risposta  In Via Mameli angolo Via Maddalena  da un furgoncino del Comune di Cagliari   stato tolto da prima di Natale il cassonetto dell umido in una zona ad alta densit abitativa che vedeva il cassonetto sempre pieno oltre il limite  Il cassonetto andrebbe quindi riposizionato per evitare inutili disagi ai cittadini   L indirizzo mail di separa presso il Comune non risulta essere attivo e non capisco perch le segnalazioni dei cittadini non ricevano neanche un minimo cenno di riscontro  Vorrei quindi ricevere un riscontro alla presente ennesima segnalazione con indicazione del responsabile del procedimento   Vi ringrazio in anticipo   Cordialmente  Guido Mula,1,Ambiente,cagliari
il canneto di via Boscopiano limita nuovamente la visibilita ai mezzi che si incrociano  ,3,Manutenzione,negrar
Lampione fulminato in Via Monte Melaghetto subito dopo il numero civico ,2,Illuminazione,cagliari
Molti automobilisti  entrando in Via Valfiorita  eseguono la prima rotonda in senso contrario andando inoltre a velocita sostenuta Siamo in un centro abitato  senza marciapiedi  e pericoloso girare a piedi con i bimbi E  possibile risolvere il problema mandando ogni tanto pattuglie che facciano rispettare il giusto senso di circolazione  Sabato ne e stata mandata una  ma bisognerebbe ripetere piu spesso e magari durante la settimana in orario di rientro dal lavoro ,4,Sicurezza,negrar
lampione spento in prossimita del civico ,2,Illuminazione,negrar
Un furgone targa AQ staziona all interno del parco di Terramaini  a lato giochi gonfiabili  privo di contrassegno assicurativo  L insegna la corsaruccia lo fa ricondurre ad attivit di vendita ,4,Sicurezza,cagliari
In via Machiavelli nel tratto di strada  di fronte alle scuole risultano spenti tre lampioni consecutivi dell illuminazione pubblica  per cui la strada risulta completamente al buio creando gravi disagi ai cittadini residenti  agli studenti e al personale delle scuole ,2,Illuminazione,cagliari
Segnalo che in via Donizetti tra il n   ed il   il chiusino nella carreggiata  visibilmente logorato e con parti mancanti allego immagine  Cordiali saluti,3,Manutenzione,cagliari
Da molto tempo si chiede di provvedere anche allo sfalcio dell erba attorno ai cassonetti che copre anche l idrante adiacente e che oramai e alta  E  stato anche chiesto direttamente agli operatori  che avrebbero svolto il lavoro in meno di  minuti  ma ci e stato risposto che non ne hanno avuto l ordine  Si chiede cortesemnte di poter provvedere allo sfalcio di quel piccolo pezzo al quale altrimenti dobbiamo sempre provvedere noi cittadini  Grazie  ,1,Ambiente,negrar
Rinnovo segnalazioni n   e   situazione invariata a distanza di mesi   ,1,Ambiente,negrar
Sporgenza metallica molto pericolosa sul marciapiede  Si tratta di una barra con bulloni arrugginiti attaccata a un tubo di scarico che emerge al di sopra del livello della pavimentazione  Rischio di inciampare o procurarsi dei tagli ,3,Manutenzione,cagliari
Servizio taxi dall aeroporto di Elmas a Pirri zona santa Teresa  Viaggio tutte le settimane e atterro intorno alle    volte su  il tassista non mette il tassametro   volte su  il conto  di   una volta persino di   Quando ho la fortuna di trovarne uno onesto  mi fa pagare   Ieri notte si  ripetuta la stessa storia  tranne che per il fatto che il tassametro era acceso  All arrivo sotto casa segnava     ma la richiesta del tassista    Non ho alternative per tornare a casa dall aeroporto  la stazione  comunque lontana e isolata a quell ora  il treno non si sa quando arriver n se arriver  Sarebbe molto bello se venisse ripristinato il servizio bus con Piazza Matteotti  In molte citt esistono tariffe woman friendly  io mi reputerei gi soddisfatta nel vedermi richiedere la tariffa corretta ,4,Sicurezza,cagliari
Da parecchi mesi la via e nel buio piu totale       anche in via  novembre ci sono due o tre lampioni spenti da molto tempo       E  possibile avere una risposta   Confidiamo  ,2,Illuminazione,negrar
Presso il numero civico  vi xe spesso parcheggiata una macchina che ostacola lo  stretto passaggio dei pedoni sul   finto marciapiede ,4,Sicurezza,negrar
Da alcuni giorni sono spenti  lampioni della luce stradale  Sui pali sono indicati i seguenti numeri  e  ,2,Illuminazione,cagliari
la presente per segnalare la presenza  da un mese circa   di un gatto morto in avanzato stato di decomposizione  sul marciapiede all ingresso della traversa della salita di via Is mirrionis  che porta agli impianti del Centro Universitario Sportivo ,1,Ambiente,cagliari
cane di grossa taglia spesso libero sulla strada che da chieve porta a mazzano prego la signoria vostra di provvedere a segnalare ai proprietari in quanto non si puo  godere a pieno di una camminata in un cosi  bel paesaggio ringrazio fin ora,4,Sicurezza,negrar
Buongiorno  Ho notato che sono stati messi dei divieti per il gioco del pallone in tutta la Piazza Madonna delle Grazie  Vorrei pertanto sapere quale aree saranno adibite al gioco libero dei nostri ragazzi  Sono daccordo a regolarizzare gli accessi e gli usi delle aree pubbliche ma credo che il Comune debba intervenire con progetti concreti per i giovani  Qualcuno si  mai chiesto perch i ragazzi si trovavano a giocare nella piazza  Quali sono le alternative     La piazzetta del Comune      La biglietteria della stazione      A che punto  il   progetto di rifacimento della Piazza   Invito l ufficio di competenza a   visionare le aree gioco di San Benigno ed identificare aree distribuite sul territorio Volpianese da destinare solo ed unicamente ai GIOVANI VOLPIANESI  Attendo cortese riscontro  Grazie,3,Manutenzione,volpiano
Torno in argomento per segnalare che l attuale stato dei cigli stradali in via Are Zovo  zona di pertinenza del Comune di Negrar e via Don Tacchella stanno costringendo i ciclisti a tenere delle treaiettorie assolutamente pericolose  L altro giorno ho assistito ad una manovra  per evitare degli arbusti che ormai stanno invadendo anche parte della carreggiata   che ha costretto la macchina che mi precedeva ad effettuare una brusca frenata  Non vorrei dover segnalare qualche infortunio   Chiedo URGENTE INTERVENTO  Grazie,1,Ambiente,negrar
serve taglio prato piazzetta piccola tonda  quartiere Arena Verde  grazie,1,Ambiente,negrar
LA CADITOIA INDICATA E  COMPLETAMENTE OTTURATA,1,Ambiente,castelnuovo
Alla c a  del servizio Viabilit e Trasporti del Comune di Cagliari   Buongiorno   con la presente email il condominio di via Angioy n   segnala e fa  richiesta di sistemazione di n   tombini situati nella via Giovanni Maria Angioy tra il i civici  che arrecano grave disagio ai residenti del condominio in quanto  essendo stati sistemati male durante i recenti lavori di rifacimento delle fogne e dei marciapiedi  sbattono creando un forte rumore in concomitanza di ogni passaggio auto  Il rumore  molto forte e sopratutto di notte  capace di svegliare tutti coloro che hanno l affaccio delle camere da letto sulla via Angioy   Chiediamo se  possibile di intervenire urgentemente   Cordiali saluti  Condomionio di via Angioy ,3,Manutenzione,cagliari
Faccio riferimento alla segnalazione  del  che risulta chiusa pur permanendo la NON VISIBILITA  su via Boscopiano a causa delle erbacce e delle canne che ancora non sono state tagliate gia la strada e stretta ed il guard rail l ha resa ancora piu stretta  pur impedendo  almeno  di precipitare nel sottostante campo Consiglio vivamente di tagliare le canne ed erbacce      quanti soldi ci vorranno mai     Spero di vedere la situazione risolta a breve Saluti ,4,Sicurezza,negrar
Si segnala lampada bruciata del lampione al civico  ,2,Illuminazione,negrar
Buongiorno  volevo segnalare che il lampione situato sulla Masua  quello di fronte al capitello  non funziona  Si accende per ca  minuti e poi si spegne e non funziona piu Grazie,2,Illuminazione,negrar
Parcheggi in divieto di sosta  e davanti ai portoni  in via Santa Croce e via San Giuseppe a tutte le ore del giorno  ma in particolar modo dalle   in poi ,4,Sicurezza,cagliari
Presenza di buche,3,Manutenzione,negrar
Nella rotonda dei Giardini Pubblici  su tutte le vie San Vincenzo  Regina Elena  Badas e San Saturnino sono ancora presenti i vecchi semafori  mai rimossi e ormai fatiscenti e abbandonati ,3,Manutenzione,cagliari
Informo che in data odierna dalle ore  alle   il vigneto di villa rizzardi e stato trattato con prodotti disinfestanti  Nel nostro quartiere arena verde ogni volta queste operazioni non sono segnalate da preavvisi  I trattamenti sono eseguiti a pochi metri dalle abitazioni  Cordiali saluti ,4,Sicurezza,negrar
salve a proposito dell aiuola di via Giudicessa Benedetta angolo via Giudicessa Vera e della mia richiesta Numero  inviatavi  in Data  settembre   Volevo ringraziarvi perch stamattina con mio grande piacere  ho visto gli operai del Comune che mettevano a dimora un p di piantine intorno al leccio e che innaffiavano con l autobotte  Esattamente quello che che avevo chiesto magari anche un p di terra nuova    ma non voglio esagerare  Grazie mille Maria Teresa Barbieri,1,Ambiente,cagliari
griglia da pulire e sostituire perche rotta,1,Ambiente,negrar
Salve venerdi recandomi al lavoro in bici sono caduto in Piazza Repubblica a  causa del manto stradale dissestato    In prossimit dell incrocio tra via Tuveri e Piazza Repubblica ci sono infatti sia diversi tagli profondi nel manto stradale larghi abbastanza per contenere ruoto di bici o ciclomotori causando problemi sia di equilbrio che di frenata  sia almeno due tombini al centro della carreggiata ricoperti malamente con spazio di vari centimetri di larghezza e profondit a lato del bordo metallico sporgente    Le irregolarit sono tali da impedire il controllo di direzione e di freanata  fino al punto di far cadere chi circola in moto o bici o quanto meno di metterlo in pericolo facendo rischiare collisioni con auto  Sono difficili da evitare per chi deve fare preselezione nei diversi sensi  sia verso via Dante tombini che verso viale Cimitero tagli    La mia caduta  a bassissima velocit dato che stavo  arrestandomi al semaforo rosso  mi ha provocato danni lievi  comunque  giorni di infortunio  ma avrebbe potuto avere conseguenze molto pi gravi se fossi stato investito dall auto dietro di me fortunatamente a buona distanza in quel momento     Dato il traffico sostenuto nella zona  sia di ciclomotori che di studenti che viaggiano in bici per proseguire verso le ciclabili di via Dante  ad esempio  sarebbe opportuno effettuare un opera di risanamento  di tutta la carreggiata    Buon lavoro     E G ,3,Manutenzione,cagliari
Buongiorno  voglio segnalare la presenza di grosse buche sul tratto di strada  circa dal civico  di via veneto a s  vito  Voglio precisare che a mio avviso possono costituire situazione di pericolo per l incolumita dei passanti visto il cospicuo numero delle buche Distinti saluti e grazie ,3,Manutenzione,negrar
LA GRIGLIA SULLA VIA ALL ALTEZZA DEL CIVICO  E  STATA DIVELTA ED E  STATA IN QUALCHE MODO SISTEMATA NELLA SUA SEDE CHE E  STATA SCHIACCIATA,3,Manutenzione,negrar
Buongiorno  gli addetti allo spazzamento in Via San Giovanni  nel tratto tra il vicolo I e II  raccolgono unicamente le cose pi grandi e non spazzano la strada  Questa mattina ho segnalato ai suddetti signori un uomo e una donna che avevano dimenticato di spazzare lasciando cicche ed escrementi di cane e i due hanno proseguito dritti facendo finta di non sentire  Non essendo la prima volta che questo succede  si prega di richiamare gli addetti ad effettuare il proprio lavoro  A parte la maleducazione di chi questi rifiuti li butta  lamento il fatto che i due addetti non garantiscono il servizio dovuto e lo spazzamento  assolutamente inadeguato  Grazie,1,Ambiente,cagliari
Vi ricordo che in data  avete assegnato il pallino giallo alla segnalazione n   nella quale si lamentava la mancanza di un lampione in via Vivaldi  A distanza di un mese il lampione non c e ancora  Dovete fare una gara d appalto ,2,Illuminazione,negrar
Nella strada parallela alla via dei Conversi e che porta all ex ristorante La Fattoria  ormai da tempo i criminali continuano a depositare macerie  masserizie e rifiuti di giardinaggio  Nei giorni scorsi  l ultimo tratto era impraticabile a causa della presenza di cumuli di macerie  Sarebbe il caso di intensificare la sorveglianza e punire severamente i criminali ,4,Sicurezza,cagliari
Salve da qualche giorno siamo LETTERALMENTE INVASI da insetti che a SCIAMI entrano nelle case  si attaccano al soffitto e su ogni altra superficie della casa e rimangono appesi attendendo la morte provocando notevole disagio nelle abitazioni  Cortesemente provvedete al piu presto ad una DISINFESTAZIONE GRAZIE,1,Ambiente,negrar
Segnalo pericolose buche nella via Massa dal numero  in poi  Una particolarmente brutta all altezza del Capitello  Possibili danni a cerchi e pneumatici,3,Manutenzione,negrar
Ho ricevuto in data  novembre la Vs  mail di chiusura segnalazione Messa cosxec sembra che il guasto sia stato riparato  invece no Si e solo provveduto a togliere la calotta con la lampada che era caduta nel giardino del civico n   ma non e stata sostituita o riparata Pertanto  il l ampione n   di Via Quintarelli e ancora spento Vi prego di provvedere con cortese sollecitudine anche perchxe e parecchio che il lampione e spento  Grazie ,2,Illuminazione,negrar
Negli orari di uscita dei ragazzi da scuola   pressoch impossibile passare per via delle macchine parcheggiate in doppia e a volte anche in terza fila  creando gravi disagi per coloro che vanno a lavoro dovendo passare per via Bacaredda   Chiedo alla polizia municipale un cortese intervento  Grazie e saluti ,4,Sicurezza,cagliari
Sotto casa mia il comune aveva installato tre paletti bianchi e rossi per indicare agli automobilisti il pericolo della s carpata sottostante  Il primo e  stato divelto da un auto  Bisognerebbe risistemarlo  grazie,4,Sicurezza,negrar
si prega di provvedere allo spurgo della canalina per le acque meteoriche di fronte al capitello grazie,1,Ambiente,negrar
In via loretana all altezza del numero civico  si richiede lo spostamento del segnale di divieto di sosta da sopra il cassonetto dell immondizia dove si trova tuttora  a sotto il cassonetto  Infatti All interno del suddetto palazzo c  lo studio del dottore e immediatamente sotto si trova il negozio di parrucchiere pertanto le auto che sostano nella via sono numerose  Il fatto che un posto macchina situato tra l inizio del segnale e il cassonetto dell immondizia non possa essere utilizzato perch in divieto provoca ulteriori disagi  Oltretutto in quel posto le auto hanno sempre parcheggiato ma ultimamente i vigili stanno mettendo ininterrottamente le multe     ,4,Sicurezza,camerano
Si segnala copiosa perdita d acqua davanti  all ingresso dell abitazione Si richiede un intervento URGENTE in quanto sono residenti anziani e anche  bimbo disabile  Inoltre ricordo che l acqua e un bene prezioso  Grazie,1,Ambiente,negrar
Voglio segnalare la mancanza di un cestino porta rifiuti  c e stato per anni nella piazza tra Via Colombo  Via Marco Polo e Via della Cooperazione  dove c e il traliccio dell Enel per intenderci Ci sono purtroppo persone incivili che non raccolgono le deiezioni dei propri cani  o chi le raccoglie e le getta nelle campane del vetro  ,1,Ambiente,negrar
Via Balilla dal numero civico  al numero   ancora senza illuminazione a causa della rimozione dei pali della luce per quanto tempo ancora questo disagio Visto anche il cambio di stagione ,2,Illuminazione,cagliari
buca tra il civico  e ,3,Manutenzione,negrar
da terminare sfalcio rovi nel progno confinante con Rizzardi  ,1,Ambiente,negrar
 possibile sistemare lo specchio  all uscita di via giardini verso via marche  che permette di controllare l arrivo dei veicoli da via la vega   grazie,3,Manutenzione,cagliari
Buonasera  comunico che nella Via Enrico Besta in Cagliari davanti il numero civico  vi  una Fiat Panda abbandonata da pi anni  di recente gli  caduto un palo della luce sopra danneggiandola ulteriormente  Ora la macchina  diventata anche meta per i senza tetto  Vi chiedo cortesemente di intervenire per la rimozione forzata  Cordiali saluti,4,Sicurezza,cagliari
