text,class,infoclass,city
"il fondo stradale della S C   della Lite e estremamente danneggiato ",3,"Manutenzione","castelnuovo"
"Buongiorno  sono un Tour Operator in Svizzera e vorrei segnalare le condizioni pietose in cui si trova la zona del monumento di Montaperti   Sono stata in luglio per visitare il monumento e  con raccapriccio  ho trovato una pattumiera ed un gabinetto a cielo aperto  Pensavo di poterci portare un gruppetto di americani in settembre  ma non farei una bella figura  Diciamo che e triste vedere un sito storico di tale importanza ridotto in quelle condizioni ",1,"Ambiente","castelnuovo"
"Salve con la presente volevo segnalare che un giochino a molla e rotto e gli altri sono rovinati  Essendo di legno le schegge possono ferire i bambi",1,"Ambiente","castelnuovo"
"Salve  vorrei chiedere come mai sono spariti nelle strade del nostro comune tutti i cartelli publicitari e perche non sono stati rimessi      Grazie Luciano Guazzini",4,"Sicurezza","castelnuovo"
"All altezza del civico  della va Dante a Cagliari  segnalo che i rami e la chioma di alcuni alberi si appoggiano ormai al mio balcone  primo piano  consentendo a insetti e parassiti di entrare nell abitazione  Si chiede pertanto che interveniate urgentemente potando i rami di queste piante  cos da risolvere questa situazione che ho provveduto a documentare  Tale intervento  gia sollecitato  da alcuni anni non viene posto in essere  Grazie",1,"Ambiente","cagliari"
"Sono continuamente presenti auto parcheggiate nell area pedonale senza disco orario non per operazioni di carico e scarico  ",4,"Sicurezza","cagliari"
"verifica cartelli passo carrabile  via Sant Andrea  Cagliari    Vorrei segnalare la presenza di segnaletica di passi carrabili senza indicazione della autorizzazione comunale in via Sant Andrea in Cagliari  Cordiali saluti    omissis   ",4,"Sicurezza","cagliari"
"Ieri sera il lampione in questa posizione era spento  forse fulminato ",5,"Generic","cagliari"
"Ieri sera il lampione in questa posizione era spento  forse fulminato  ",5,"Generic","cagliari"
"Buongiorno  giungendo dal Poetto e percorrendo la rampa che dall asse mediano consente di raggiungere il viale Marconi  ho notato un grosso albero credo si tratti di un fico che coi rami e foglie occupa pericolosamente il bordo strada sulla destra  Grazie e alla prossima  Gianluca",1,"Ambiente","cagliari"
"span div  div classwperc mtspan classboldStato",5,"Generic","cagliari"
"in via Giudicessa Benedetta angolo via Giudicessa Vera esiste un aiuola spartitraffico che non ha mai ricevuto cure dal Comune  Fino ad un paio di anni fa comunque era abbellita da un bel pino cresciuto spontaneamente che un giorno in seguito ad una abbondante pioggia si accasci su un lato  Gli operai del comune ed i Vigili del Fuoco intervennero abbattendolo e da allora l aiuola  diventata prima parcheggio abusivo e poi immondezzaio Tutto ci  documentato da foto che potrei allegare su richiesta Oggi l aiuola  un cumulo di erbacce incolte che una mano pietosa ha cercato di abbellire piantando un giovane platano non riesco ad inviarvi la foto in allegato La mia richiesta  di un intervento del Comune per ridare all aiuola un aspetto decoroso con l impianto di nuove piante ed interventi periodici di mantenimento  Grazie ",1,"Ambiente","cagliari"
"prova",5,"Generic","cagliari"
"Prova",5,"Generic","cagliari"
"prova",5,"Generic","cagliari"
"Prova",5,"Generic","cagliari"
"Parco della musica pavimentazione altamente scivolosa  dovuta sia a sua struttura superficiale la pietra  liscia ma anche all aggravante delle sostanze viscide perennemente presenti sulla sua superficie a causa delle fontane dello stesso parco e  in caso di pioggia  da quest ultima  Pavimentazione altres fratturata in molti punti ",1,"Ambiente","cagliari"
"segnalo un punto luce spento in via E  Besta fronte civico   voglio inoltre segnalare la presenza di un cassonetto generico chiuso con il fil di ferro da almeno  anni pertanto si chiede la rimozione  grazie ",2,"Illuminazione","cagliari"
"Buongiorno  vorrei segnalare lo spegnimento di un punto luce in via Capitanata di fronte al civico ",2,"Illuminazione","cagliari"
"voglio segnalare che nel quartiere di Villanova sta prendendo piede l abitudine di entrare dopo l apertura del varco  parcheggiare la propria automobile e andarsene la sera eludendo quindi il divieto di sosta e transito imposto dalle   alle   per i non residenti o comunque per le autovetture prive di PASS ",4,"Sicurezza","cagliari"
"Alle  del mattino in viale Europa  ancora funzionante l illuminazione pubblica  ma la luce solare  pi che sufficiente ",2,"Illuminazione","cagliari"
"Segnalo due punti luce spenti nei pressi dellincrocio tra via segni  via de Filippo e via degli astri  Cordiali saluti",2,"Illuminazione","cagliari"
"Punto luce spento sopra la Porta dei Leoni  a Castello",2,"Illuminazione","cagliari"
"A Pirri in via Eroi d Italia  all altezza del numero civivo    caduto un palo della luce  Il palo  stato rimosso  ma non  stato ancora sostituito ",2,"Illuminazione","cagliari"
"Su entrambi i lati della via Livorno sono sempre parcheggiate auto che ostacolano il transito degli automobilisti in entrambi i sensi pertanto se si incrocia un auto proveniente dal senso opposto si e  costretti a fermarsi e aspettare che quell automobilista transiti e liberi la strada ",4,"Sicurezza","cagliari"
"un pedone che cammina sul marciapiede destro di viale san vincenzo  andando in direzione viale regina elena  pi o meno all altezza del carcere  ad un certo punto  per via della incolta e abbondante vegetazione presente su quel lato della strada  si trova quasi costretto a scendere dal marciapiede il cui passaggio  ostruito dalla vegetazione  e a camminare per la strada che a qualsiasi ora  trafficata da automezzi  spesso lanciati ad altissime velocit   Inoltre  sempre nel medesimo tratto di marciapiede  ho visto delle siringhe usate  Grazie per i provvedimenti che adotterete     omissis   ",4,"Sicurezza","cagliari"
"Nel giardino comunale di via del pozzetto con accesso vicino al civico  durante la serata di ieri  stata abbattuta una panchina di cemento che la momento  smontata sul pavimento costituendo cos un pericolo per i bambini che frequentano di giorno quel giardino  ",1,"Ambiente","cagliari"
"Con la segnalazione n   del  gennaio si lamentava il fatto che solo le fronde notevolmente basse degli alberi del giardino della scuola elementare di via Is Guadazzonis sono un ostacolo e non quelle dei giardini privati di via Cesalpino  parecchio alte  e pertanto ci dispiace per l equivoco specificatamente evidenziamo la difficolta  di transitare nel marciapiede di via Is Guadazzonis per accedere ai cassonetti della raccolta differenziata dei rifiuti  situati per l appunto davanti alla scuola in secondo luogo le fronde delle palme del medesimo giardino sono basse al punto da graffiare il tetto delle auto in transito nella via Cesalpino  Tempo fa  interessata la direzione della scuola  ci veniva risposto che la competenza era di codesto Comune  Si ringrazia  Distinti saluti ",1,"Ambiente","cagliari"
"Vorrei segnalare il disagio di noi residenti in merito al problema dei parcheggi anche in relazione ai lavori iniziati ormai da luglio  ormai in via costituzione  impossibile anche accedere per le operzioni scarico e carico sempre occupato a tutte le ore e anche la via  ormai da mesi sempre occupata nonostante il divieto di accesso ",4,"Sicurezza","cagliari"
"Buonasera vorrei segnalare l assenza di illuminazione  nelle scale del ponte che conduco all auchan di santa gilla io non avendo mezzo vado spesso a piedi con  mia sorella e mio nipotino e abbiamo sempre paura perch quando c  buio perch non si vede niente e a volte si incontra gente pericolosa come i tossici  spero che risolverete questo problema  cordiali saluti",2,"Illuminazione","cagliari"
"In quel punto di via L Baylle luned e marted l illuminazione pubblica era assente  mentre ieri mercoled  l illuminazione  tornata per un certo numero di ore  poi nella gran parte della notte l illuminazione  venuta nuovamente a mancare  E  possibile risolvere il problema una volta per tutte  Cordiali saluti e buon lavoro",2,"Illuminazione","cagliari"
"Alberi pericolosi Via Bacaredda  fronte Conservatorio Per un tratto di circa  metri  sul marciapiede opposto al Conservatorio  dal muro perimetrale di una propriet privata  sporgono molti rami  fino ad altezza d uomo  Una delle piante ha  sui rami sporgenti sul marciapiede  spine della lunghezza di  quattro cm  Via Guadazzonis dal muro di recinzione del deposito dell Aeronautica sporgono rami di alberi  tra i quali una palma  tanto bassi da impedire il passaggio dei pedoni sul marciapiede ",4,"Sicurezza","cagliari"
"Installazione abusiva di cartello stradale su stallo riservato alla sosta dei residenti  con conseguente impossibilit di utilizzo dello stallo  Da notare che sui cartelli appare lordinanza n  viab del  relativa al divieto di sosta  per via ventiquattro maggio dal  al  gennaio  mentre tale segnaletica risultata installata in via Bosa in prossimit del civico  carraia della Scuola Riva  da notare in oltre che tale posizionamento non ha nessun senso in quanto inizio e fine del divieto sostanzialmente coincidono",4,"Sicurezza","cagliari"
"iN TUTTA VIA GIANTURCO ED IN ALCUNE STRADE PERPENDICOLARI DA CIRCA  GIORNI MANCA L ILLUMINAZIONE   QUESTA SERA HA FUNZIONATO PER QUALCHE ORA MA POI SI  SPENTA NUOVAMENTE ",2,"Illuminazione","cagliari"
"Lampioni spenti ",2,"Illuminazione","cagliari"
"Lampioni spenti",2,"Illuminazione","cagliari"
"Lampioni spenti",2,"Illuminazione","cagliari"
"Lampioni spenti",2,"Illuminazione","cagliari"
" verde pubblico   Abito nelle vicinanze della sede del liceo Michelangelo in via Melis accesso via Schiaffinoe vi devo segnalare una situazione che a me pare critica  L ingresso della scuola  posizionato nella parte finale della via Schiaffino  strada a senso unico di marcia che in prossimit dell ingresso del Liceo si restringe ulteriormente  Gli studenti sono costretti a sostare  invadendo la sede stradale nell imbuto descritto  in una situazione di disagio evidente  Davanti all ingresso  della scuola  presente un giardinetto comunale che anzich essere messo a disposizione degli studenti e della collettivit nelle fasi d ingresso e d uscita dalla scuola  stato inspiegabilmente recintato e abbandonato  Vi chiedo cortesemente di valutare questa situazione e di voler restituire alla comunit questo piccolo spazio che risulterebbe prezioso per evitare possibili incidenti e rendere pi decoroso laccesso al Michelangelo ",1,"Ambiente","cagliari"
"LA PRESENZA DEL PALO DELL  ILLUMINAZIONE PUBBLICA IN MEZZO ALLA CUNETTA PROVOCA IL RISTAGNO DELL ACQUA PIOVANA CHE SI INFILTRA NELL ABITAZIONE",2,"Illuminazione","cagliari"
"via delle felci  punti luce spenti",2,"Illuminazione","cagliari"
"Negli orari di uscita dei ragazzi da scuola   pressoch impossibile passare per via delle macchine parcheggiate in doppia e a volte anche in terza fila  creando gravi disagi per coloro che vanno a lavoro dovendo passare per via Bacaredda   Chiedo alla polizia municipale un cortese intervento  Grazie e saluti ",4,"Sicurezza","cagliari"
"In via dell Abbazia  all altezza della fermata del metrocagliari  i lampioni dell illuminazione pubblica sono spenti ",2,"Illuminazione","cagliari"
"Vorrei segnalare la presenza di segnaletica di passi carrabili senza indicazione della autorizzazione comunale in via Saverio Belgrano in Cagliari  Inoltre  sia all orario di entrata che di uscita dalla scuola Liceo Scientifico Michelangelo la suddetta via  impraticabile a causa delle numerose autovetture che sostano al centro della carreggiata per accompagnare e riprendere dalla scuola gli studenti ",4,"Sicurezza","cagliari"
