text,class,infoclass,city
Fronte Via Oslo civico   angolo innesto per Piazza Svizzera  dopo la messa in opera dei lavori per la fibra ottica  il marciapiede risulta come in foto  Il tutto  successo perch  la ditta appaltante ha parcheggiato mezzi pesanti e ruspe ed utilizzato come scarico e carico delle bobine della Fibra Ottica ,3,Manutenzione,cagliari
Desidero segnalare alle autorita competenti  la brutta abitudine di alcuni cittadini  o l ignoranza di essi  dal non saper riconoscere il giusto rifiuto per ogni cassonetto nonostante ci sia scritto  in poche parole  ho notato che non sempre si rispetta la raccolta differenziata  in quanto spesso e volentieri  passando noto cassonetti stracolmi di rifiuti non idonei all indicazione sopra indicata ,1,Ambiente,negrar
Preoccupante aumento di furti o tentati furti in appartamento nel nostro quartiere e nei limitrofi ,4,Sicurezza,negrar
Fognatura acque meteoriche  pozzetto non collegato alla tubazione principale  gia segnalato verbalmente circa  mesi fa a dipendente comunale  visibile dalla sede stradale cedimento terreno ,3,Manutenzione,negrar
UNICAMENTE PER SEGNALARVI CHE IGNOTI MALEDUCATI HANNO DEPOSITATO RIFIUTI INGOMBRANTI ADAGIATI AI CONTENITORI DEI RIFIUTI SITUATI IN VIA F LLI BANDIERA  A PIRRI PREGO VOLER INTERESSARE CHI DI DOVERE ONDE RIMUOVERLI AL PIU PRESTO  CORDIALI SALUTI VINCENZO VALENTI,1,Ambiente,cagliari
Con riferimento alla precedente segnalazione nr  del  u s  oltre a  segnalare l inefficienza del servizio giardini devo segnalare anche che si raccontano bugie  Data per chiusa la segnalazione rimane invece aperto l irrigatore che continua ad allagare il giardino e i garage confinanti  Nessun intervento  stato effettuato e quindi l acqua continua ad uscire dalla tubazione rotta senza irrigare il giardino  Stupisce anche il fatto che oggi l incaricato del servizio ha provveduto ad avviare l irrigazione senza verificare che l impianto fosse a posto  Attendo pertanto fiducioso la soluzione del problema prima di avviare una richiesta di risarcimento per i danni provocati dalla indifferenza dei responsabili del servizio ,1,Ambiente,cagliari
Vi chiedo cortesemente di intervenire chiudendo la buca che si trova sulla semi curva che va verso verona subito dopo l incrocio che porta a Negrar Vi preciso che sta diventando pericolosa e tale tratto e frequentato dal passaggio di molti cicliisti Vi ringrazio  Cordialita Marta Magro,3,Manutenzione,negrar
Buongiorno  Vorrei segnalare il cattivo stato di manutenzione della staccionata che delimita l area riservata ai cani in via Salvator Rosa  all ingresso dell area di verde pubblico e della cabina dell Enel  I pali che reggono la recinzione sono pericolosamente inclinati verso il parco e verso il marciapiede e se dovessero cadere potrebbero causare danni alle persone  tra cui i bambini che transitano nella zona per la presenza di due scuole  elementare e media  Grazie,1,Ambiente,cagliari
Il quartiere La Vega sembra un mega canile ridotto a latrina e latrati  Quasi ogni sera  ormai non si pu andare serenamente a riposare se prima non finisce il concerto bestiale  Questo  reato di disturbo delle occupazioni o del riposo e delle persone all art  c p   e malgoverno di animali  Invece il Comune incentiva l adozione dei cani  per poi vederli mollati nei balconi o nei cortili ad abbaiare a qualsiasi ora del giorno della notte  Non esiste un posto della citt dove poter stare tranquillamente almeno  minuti senza sentire persistenti latrati o vedere le schifezze vedi immagine via lombardia  non c  nessuna riconduzione a persone     lasciate dai cani in tutti gli angoli e marciapiedi  bench quest ultimo aspetto sia sanzionabile purtroppo i proprietari dei cani confidano che non capiter mai  In conclusione in questa citt i proprietari dei cani hanno solo diritti e nessun dovere e senso civico  conta solo l interesse e il benessere dei loro cani   Saluti  ,4,Sicurezza,cagliari
Si segnalano numerosi sassi di varie dimensioni sulla carreggiata in via Toscana  vicino alla rotatoria  E  necessario ripulire ,3,Manutenzione,negrar
il cartello che indica Via Porcastra all incrocio con Via Fontanelle  caduto ,4,Sicurezza,camerano
due punti di illuminazione non funzionanti,2,Illuminazione,negrar
segnaliamo in quanto residenti in via delle coste  che all altezza del n  civico  e percio in curva  vengono parcheggiate le macchine dei residenti al n    con conseguente copertura di visibilita per l arrivo di altre macchine  nonche la pericolosita per i bambini in bicicletta  Le macchine vengono parcheggiate lasciando un minimo passaggio  ancora piu pericoloso in inverno con neve e ghiaccio  Si richiede un controllo   macchina in particolare Lancia Delta grazie a nome dei residenti ,4,Sicurezza,negrar
Buongiorno  sono un Tour Operator in Svizzera e vorrei segnalare le condizioni pietose in cui si trova la zona del monumento di Montaperti   Sono stata in luglio per visitare il monumento e  con raccapriccio  ho trovato una pattumiera ed un gabinetto a cielo aperto  Pensavo di poterci portare un gruppetto di americani in settembre  ma non farei una bella figura  Diciamo che e triste vedere un sito storico di tale importanza ridotto in quelle condizioni ,1,Ambiente,castelnuovo
 il manto stradale di via veneto e da rifare  le imprese scavano e male ripristinano  la manutenzione con qualche badilata di asfalto nelle buche non dura piu di una settimana  mi tolgo da ogni responsabilita per quello che puo succedere in via veneto perche la strada e pericolosa sia per chi vi transita in auto  moto bicicletta e peggio a piedi  la meta della via entrando  e guardando a destra verso il progno e piena di erbacce e rami che riducono ulteriormente la carreggiata sapendo che ora vi sono arrivati i fondi per le asfaltature  vi prego di mettere via veneto in priorita perche la situazione e davvero pericolosa  ringraziandovi se leggerete la segnalazione  vi porgo i miei piu gentili saluti  fedrigo francesco ,3,Manutenzione,negrar
a distanza di  mese dalla prima segnalazione Numero  del Data  luglio  segnalo che  nonostante le raccomandazioni del settore Viabilit al quale la stessa fu inoltrata  NULLA  cambiato nell asse mediano altezza cavalcavia Genneruxi  persistendo una foltissima vegetazione che impedisce la visibilit di chi si immette nel cavalcavia arrivando dal poetto nell ingresso per genneruxi addirittura i cartelli sono nascosti completamente dalla vegetazione sia per chi  arrivando dalla direzione opposta  deve dare precedenza  vogliate provvedere al pi presto se fosse necessario  contattatemi telefonicamente  come l altra volta cordiali saluti ,1,Ambiente,cagliari
Spero che entro oggi   visto che  stato rimosso il cartello di guasto dalla micra grigia parcheggiata da quattro giorni in via giardini angolo via macomer  il proprietario la sposti  nelle  ore vietate dando modo ai residenti  muniti di relativo pass di poter usufruire  di un altro parcheggio   grazie,4,Sicurezza,cagliari
E  di circa un anno fa la segnalazione di rifiuti abbandonati sul tratto di strada che costeggia la linea ferroviaria tra il centro commerciale Auchan e l Aeroporto di Elmas  Si tratta di una discarica a cielo aperto che presenta un perfetto biglietto da visita della citt a quanti viaggiano in treno in quel tratto ,1,Ambiente,cagliari
BUONGIORNO VORREI SEGNALARE LA PRESENZA DI UNA BUCA IN VIA DOMENICO BRUNI  BUON LAVORO  GRAZIE,3,Manutenzione,cagliari
Si segnalano numerosi cespugli da tagliare lungo il guard rail che dal ponte della farmacia porta al cimitero  In particolare i cespugli vicino al ponte della farmacia oscurano la visibilita dell uscita dal ponte stesso  ,1,Ambiente,negrar
Con la presente segnalo al Comune Di Negrar un fatto che riguarda la sicurezza stradale  avvenuto il  agosto  Quel giorno durante la corsa automobilistica xRally due vallix due vetture a distanza di circa mezz ora l una dall altra sono uscite fuori strada ad una curva  finendo nella mia proprieta in localita Casa Antolini  Negrar  Per visualizzare la mappa andate su httpsmaps google it e digitate queste coordinate xb  quotN xb  quotEQuel giorno non ero presente nel giardino e sono stato avvertito da un vicino del grave accaduto  Il danno e stato fortunatamente solo materiale  rompendo il recinto e un albero  e i due conducenti hanno riportato qualche ferita  La curva in questione di circa xb adiacente alla mia proprieta e molto pericolosa in quanto non solo non e segnalata da cartelli  ma e priva di un guard rail  Inoltre molto spesso le auto in quel punto raggiungono velocita ben al di sopra del limite  trovandosi a frenare bruscamente su un asfalto talvolta ricoperto da ghiaino  Spesso con la mia famiglia e bambini piccoli mi ritrovo a pranzare in giardino  proprio nella zona sotto la curva  Se una macchina dovesse uscire fuori strada durante questo momento la situazione sarebbe drammatica A mio avviso e necessaria una barriera di contenimento per evitare quanto accaduto durante il xRally due vallix e un appropriata segnalazione della curva mediante cartelli autostradali  Chiedo cortesemente al Comune di Negrar e a chi di dovere di valutare in maniera coscienziosa e professionale questo aspetto di sicurezza stradale  al fine di evitare gravi episodi Cordiali salutiDiego Zanoni,4,Sicurezza,negrar
Visto il continuo pargheggio di veicoli proprio di fronte ell entrata del cimitero nonostante la presenza di ben  ampi parcheggi  si richiede  vista la pericolosit dovuta all impegno della sede stradale  di poter evitare tutto ci magari mettendo una serie di paletti lungo la carreggiata ,4,Sicurezza,camerano
vorrei chiarimento circa l esatto nome della mia via via Don G  Calabria o San G  Calabria  c e discrepanza tra il nome registrato sui documenti e i cartelli stradali  Ho gia segnalato il problema qualche tempo fa in Comune ma non ho avuto risposta  grazie,4,Sicurezza,negrar
Buongiorno     omissis   Vorrei segnalare che anche gli alberti  aranceti      piantati in tutta la Via Pergolesi dovrebbero essere manutenzionati potatura come tutti gli altri alberti di Cagliari I rami infatti ormai sono arrivati in prossimit dei primi piani dei palazzi e sono usati dai Ratti     blatte     e insetti vari come trampolino verso gli appartamenti   Saluti    omissis  ,1,Ambiente,cagliari
Affissioni abusive Castello  Vorrei denunciare che gli occupanti abusivi della Manno da mesi ormai imbrattano ascensori e segnali stradali di Castello con adesivi e manifesti  L ultimo addirittura copre le disposizioni di sicurezza  dell ascensore che conduce all Unione sarda  A quando una multa o l  punizione per questi facinorosi ,4,Sicurezza,cagliari
da oltre  mesi  lampioni non sono funzionanti creando disagio soprattutto alle persone anziane per cortesia se potete intervenire  grazie ,2,Illuminazione,negrar
Sono spenti i due  tre lampioni al monumento e lungo la stradina a destra della scuola elementare ,2,Illuminazione,negrar
In Via San Marco sulla strada principale all eltezza del curvone lo specchio si e  girato e non permette la visibilita  sulla strada  ,4,Sicurezza,negrar
In Via Carboni Boi gli alberi non sono stati potati da almeno  anni o pi e avantieri un grosso rame  caduto fortunatamente senza nessun danno a macchine eo persone  Dat che altri rami sono a mio avviso molto carichi sarebbe opportuno sfrondarli prima che succeda una disgrazia al prossimo vento molto forte  grazie e saluti  ,1,Ambiente,cagliari
In Via Montello  all altezza del civico    presente un cartello di sosta riservata agli invalidi tuttavia il cartello  mal posizionato addirittura ruotato in senso opposto al senso di marcia  nella strada non sono presenti strisce delimitanti il parcheggio e i marciapiedi non sono verniciati per cui non si riesce a distinguere e capire dove inizia e termina il divieto di sosta  cosa che crea problemi poich spesso nel dubbio si rinuncia a parcheggiare  Sono passati  mesi dalla mia segnalazione  Possibile che per un intervento cos banale come ruotare un cartello e dipingere  strisce gialle debbano passare  mesi di tempo  ,3,Manutenzione,cagliari
sono a segnalare che nel tratto tra via casette e via s vito sulla provinciale  sul lato carreggiata opposta al progno sarebbe opportuno risistemare e integrare i delineatori di carreggiata paletti bianchi alti circa un metro con rifrangenti rossi e bianchi mancanti e distrutti visto la scarpata incombente e la mancanza di illuminazione  in questi giorni sono anche stati danneggiati da un trattore e parzialmente distrutti  il tratto e tra il distributore esso e l inizio abitato di s  maria  grazie,4,Sicurezza,negrar
Le altalene e i giochi posti in Via Tarantelli  di fronte scuola Italo Calvino  necessitano di una manutenzione  In particolare lo scivolino e i cavallini hanno parti in legno danneggiate e il richio e che qualche bimbo si possa far male  Sarebbe opportuno anche aggiungere qualche gioco ,1,Ambiente,castelnuovo
Segnalo il dissesto del manto stradale con buche  tombini e rattoppi di asfalto con notevoli dislivelli in tutta la via  Visto che la via  essendo cieca e frequentata da bambini in bicicletta penso che cio rappresenti un serio pericolo per l incolumita sia dei bambini che di tutte le persone e dei mezzi che vi transitano ,3,Manutenzione,negrar
Buona sera  I lampioni  e  sono spenti o rotti ,2,Illuminazione,negrar
Salve  vorrei segnalare lo stato del marciapiedi  in Via delle Ginestre all altezza del numero    Il suo stato  veramente pessimo e crea notevoli difficolt oltre che pericoli  Vi invio anche le immagini  Grazie  Ruvioli Marco,3,Manutenzione,cagliari
Volevo innanzitutto ringraziarvi per aver prontamente risolto il problema del fango agli ingressi nell area cani all interno del parco Terramaini  Son passati due mesi da allora e le restanti tre grandi pozze d acqua e fango in prossimit delle panchine sono rimaste e anche peggiorate  Ho assistito personalmente ai cinque minuti di lavoro necessari per risolvere il fango delle entrate  Vi chiedo quindi cortesemente e come me tanti altri anche se non mandano personalmente la segnalazione di risolvere le tre rimanenti pozzanghere  Ripeto che non solo questo crea disagio ma spreca acqua perch erba in quelle zone non ce n   Per favore risolvete in fretta  con l arrivo del caldo le pozze si trasformano anche in colonie di zanzare come  successo l anno scorso  ,1,Ambiente,cagliari
Volevo segnalare lo sprofondamento di un tratto del marciapiede in via Monte Santo di fronte al civico ,3,Manutenzione,cagliari
Situazione di pericolo per la circolazione stradale in via Bainsizza angolo via dei Punici per l incongruenza della segnaletica orizzontale e verticale  Nella foto dal satellite su Google maps la situazione prima che qualcuno ridipingesse la striscia del vecchio stop esistente quando sia Via dei Punici  sia via Bainsizza erano a doppio senso di circolazione  Nella foto allegata la situazione alle  del  ,3,Manutenzione,cagliari
In via Crobiol verso localita Casalini  in piu punti  qualcuno ha scaricato cumuli di materiale terroso e sassoso sul manto stradale  Oltre a rovinare l asfalto  questo crea pericolo per velocipedi  ciclomotori e motocicli  C e il sospetto che questa sia una tecnica per mascherare cedimenti della strada ed evitare cosxec l eventuale chiusura della stessa per motivi di sicurezza ,4,Sicurezza,negrar
Ci ritrovo visto che a distanza di quasi  mesi ancora non e stato fatto nulla All imbocco di via Umberto I da via Mazzini  si e creata una buca in adiacenza della guglia di raccolta delle acqua piovana  pericolosa per chi passa a piedi o in bicicletta oltre chi fastidiosa per chi viaggia in auto,3,Manutenzione,negrar
Buongiorno  vorrei segnalare un albero in Viale Trieste angolo Via Bruscu Onnis  che non  stato potato l anno scorso  e che ha raggiunto dimensioni preoccupanti specie nei giorni di forte maestrale  i rami si spezzano ed arrivano nei balconi di fronte dove io abito  sul marciapiede e sulle auto parcheggiate  causando pericoli per l incolumit delle pedoni  Inoltre non sono state rimosse le reti di contenimento  montate nel   e queste sono colme di foglie secche e carcasse di uccelli che per l usura o il forte vento  possono cadere addosso alle persone o le auto  Gli alberi vicino sono pi piccoli perch forse sono stati potati in occasione della visita del Papa  Ringrazio per l attenzione e attendo fiduciosa un Vs intervento  Cordiali saluti    omissis   ,1,Ambiente,cagliari
Degrado stradale  numerose buche sull intera superficie stradale  tombini pi bassi dell asfalto  Si continua a eseguire delle riparazioni parziali  che nel giro di qualche giorno ritornano ad essere buche con conseguenti rumori per gli abitanti  sporcizia sulla carreggiata di pietre  problemi per gli automobilisti  e soprattutto degrado estetico della citt   Si segnalano le vie  via balilla Via stamira Via dei fiori Via marmilla via degli astri via is corrias via sulcis,3,Manutenzione,cagliari
Presso il litorale di Giorgino  a lato mare  oltre la piazzola circa km  della ss   stata creata una vera e propria discarica che sta aumentando di giorno in giorno  ,1,Ambiente,cagliari
Lavaggio superfici occupate dai cassonetti  Consapevole delle difficolt a gestire il fenomeno a causa della totale mancanza di rispetto degli orari e delle modalit di conferimento dei rifiuti da parte di cittadini e  soprattutto  attivit commerciali  chiedo se fosse possibile il lavaggio delle aree occupate dai cassonetti della spazzatura   In particolare via Sicilia e via Mercato vecchio sono casi emblematici  Trattandosi poi di superfici in granito  porose  ogni liquame e odore s impregna inesorabilmente   Chiedo quindi se non sia possibile estendere il lavaggio della scalinata di Sant Eulalia all area dei cassonetti di via Sicilia e programmare un intervento ad hoc per via Mercato Vecchio   Grazie Cordiali saluti Michele Ruda,1,Ambiente,cagliari
Volevo segnalare che all altezza del numero civico  di via Molino Turri a S  Peretto  ci sono alberi di proprieta del comune  che ormai superano i  metri di altezza  Al minimo alito di vento  continuano cadere per terra rami secchi dalla cima ed in caso di caduta di queste piante  pioppo un legno fragile potrebbero cadere nel cortile della scuola  ormai prossima all apertura  o addirittura sulla vicina casa Sperando che questa mia segnalazione non rimanga inascoltata  come le precedenti relative allo svuotamento dei tombini tuttora intasati  saluto cordialmente ,1,Ambiente,negrar
Manca installazione di nr   pali luci  Provvederete ,2,Illuminazione,negrar
Si porta a conoscenza che nella Via San Carlo Borromeo    visono in sosta da anni due auto sprovviste della assicurazione obbligatoria occupand  stalli di sosta   Renault Tuwingo targ  BT FM  Fiat Punto targ  BSMG Via Giovanni Capula fronte cic   Fiat targ  BZNB Via Volturno  Via Tagliamento  Micra targata CA  Ypsilon  targata ESVV Si Ringrazia,4,Sicurezza,cagliari
All inizio della via il prato si sta trasformando in un bosco spinoso e vi e anche un albero morto gia da alcuni anni e pericoloso ,1,Ambiente,negrar
La scuola di ballo  Loca Dance che opera nei locali del Circolo Acli Lattuca in via Is Mirrionis  il pomeriggio sera utilizza un impianto di amplificazione ad alto volume la musica assordante fuoriesce dal locale che tiene persino le porte aperte  Da qualche giorno dopo le rimostranze degli abitanti  oltre a diffondere la musica   qualche persona si diverte ad amplificare rumori vari  tra cui rutti e peti ,4,Sicurezza,cagliari
Buongiorno  segnalo che nella via Donizetti  nel tratto compreso tra via Puccini e via Verdi  c  un passo carrabile che non  di accesso ad un entrata ma  in verit la vetrina di un negozio Lo stesso dicasi in via Cimarosa  Si chiede una verifica nella zona perch passi carrabili IRREGOLARI tolgono parcheggi ad altri cittadini che frequentano la zona  Si segnala la recente sentenza in tema di Polizia e Sicurezza Circolazione stradale  Va revocato il passo carrabile al proprietario di un garage che trasforma i locali in un negozio   L esercente che trasforma il suo garage in negozio non pu mantenere anche il segnale di passo carrabile regolarmente autorizzato dal comune  Venendo a mancare infatti la necessit di un transito veicolare verso un area di parcheggio questa licenza deve essere revocata  Non pu rimanere solo per favorire la visibilit dell esercizio   Cons  di Stato  Sez  I   marzo   n  ,4,Sicurezza,cagliari
rifiuti abbandonati al Parco delle Rimembranzemartiri delle Foibe,1,Ambiente,cagliari
Buongiorno vorrei segnalare che nonostante le nostre numerose segnalazioni in Viale Merello gli addetti alle pulizie delle strade continuano ad utilizzare i soffiatori a motore alle  del mattino    sembra di partecipare a una gara di moto cross    rumore infernale che sveglia di soprassalto i bambini   fumo derivante dal motore del soffiatore con annessa puzza che pervade per cica un ora   Ci chiediamo per l ennesima volta se  legale utilizzare i soffiatori in pieno centro abitato   alle  del mattino e non curanti delle pi elementari norme in materia di inquinamento acustico e dell aria  Grazie,1,Ambiente,cagliari
In seguito ad un incidente avvenuto il     in Via Fiume all incrocio con Via trieste   stato divelto un palo di   una struttura installata per le affissioni a fianco del muro esterno della   casa di abitazione della Sig  ra Cerutti Rosa casa all angolo delle due vie   sopracitate    Data la presenza dei bambini che si recano a scuola il palo pu essere pericoloso    Preciso che la struttura non  mai stata utilizzata per la pubblicizzazione ed era vuota     Grazie per l interessamento,4,Sicurezza,volpiano
Via Cimarosa  continuano a parcheggiare completamente sul marciapiede  ecco la situazione notevolmente migliorata allego immagine  Cordiali saluti  ,4,Sicurezza,cagliari
Da stamattina come altri giorni della settimana un odore infernale nell aria e camion accesi rumorosi Non posso stare in giardino con le mie bimbe perche non so esattamente cosa stanno respirando e se questo odore acre  puo nuocere alla loro salute La piu grande di  anni dice che questa puzza le fa venir da vomitare Qualcuno dovra pur intervenire o devo rivolgermi ad altre autorita ,4,Sicurezza,negrar
Via catalani  marciapiede da riparare Allego immagine  Cordiali saluti ,3,Manutenzione,cagliari
Vi chiedo cortesemente di posizionare meglio lo specchio parabolico che permette a chi abita in via Frattini di accedere a via Vittorio Veneto in quanto al momento non permette di vedere le auto che provengono da destra  Grazie ,4,Sicurezza,negrar
Come dopo ogni temporale la cunetta che porta l acqua piovana nell unica bocca di lupo si e intasata ed e l unica in  metri di strada che porta da fane a Prun mi sono stancato di pulirla,3,Manutenzione,negrar
NEL PARCO GIOCHI DI VIA DEGLI ALPINI  VIA DEL FANTE L ERBA E  MOLTO ALTA E PER TERRA SI TROVANO PEZZI DI VETRO E ALTRO,1,Ambiente,negrar
risiedo puertroppo in questa via dimentica ta da Dio   qui vige l assoluta anarchia   Per la mancanza di cartelli di divieto  parcheggio   gli automobilisti  mettono le auto sia nelle carreggiate preposte per la circolazione auto  e spesso anche in fondo alla via  nel mezzo della carreggiata dove io risiedo e che spesso impediscono a noi residenti di poter entrare e uscire dai garage   poi c e  un  down che regolarmente arriva con lo scooter e che mette lo stesso proprio sull angolo appena si svolta per andare sulla via  questo intralcia il passaggio e puo  creare anche incidenti   nella prossima segnalazione  mettero numero targhe di chi continua ad intralciare   nessu segna le divieto  nessun controllo della Polizia Municipale  ,4,Sicurezza,negrar
Ieri  alle   circa mentre mi recavo alla scuola materna di Arbizzano mi e stato rotto il vetro della macchina parcheggiata in via P  Micca incrocio con via Montanari  E  stata rubata una borsa di tela contenente la merenda del bimbo ed il portafogli ritrovato in seguito da un passante in via Sboarina ,4,Sicurezza,negrar
Salve   segnalo per la seconda volta dopo  giorni  un lampione non funzionante in via Manzoni di fronte al civico   Ci auspichiamo un intervento immediato anche perch si  creata una pericolosa zona d ombra all altezza delle strisce pedonali nelle ore serali  Grazie e buon lavoro,2,Illuminazione,cagliari
Segnalo che il lampione fissato sul civico nxb  e guasto da tempo o non si accende  o appena si vede che e acceso  quindi non fa luce sulla strada sottostante saluti ,2,Illuminazione,negrar
tra le viale ceci e v marinelli di fronte l entrata della casa di riposo dell opera pia ceci dove si trovano gli ambulatori dei dottori c  una situazione tremenda le macchine parcheggiano ovunque senza risopettare nessuna segnaletica e impedendo anke il normale passaggio dei pedoni Si consiglia un sopralluogo e intervento immediato per risolvere questo caos nn ci sono i tecnici  e i vigili   grazie,4,Sicurezza,camerano
CI SONO DUE LAMPIONI SPENTI,2,Illuminazione,negrar
L illuminazione pubblica  nella via Monserrato Rossell e parte della via dei Conversi  non  funzionante da circa una settimana  ,2,Illuminazione,cagliari
Nella via del tricolore tra il numero civico  e il civico   spento un lampione stradale  Grazie,2,Illuminazione,cagliari
tutte le lampade spente nel parcheggio a fianco ingresso ospedale  ,2,Illuminazione,negrar
Alla c a  del Comandante FacincaniEgr  Comandante  in merito alla mia segnalazione n   del  u s  sono  con la presente  a richiederLe una risposta PUBBLICA sul merito e sugli eventuali provvedimenti presi sia in considerazione del fatto che la segnalazione e stata chiusa il giorno  u s  senza alcun riscontro sia nel rispetto delle numerose persone che si sono associate e che  probabilmente  sono  come me  ancora in attesa di un riscontro UFFICIALE La ringrazioMichele Provolo,4,Sicurezza,negrar
Egregi Signori                 mi pregio di inviare una immagine tristemente eloquente quanto emblematica delle condizioni in cui versa il quartiere Castello   Aggiungo solo che prender spunto da questa immagine per iniziare una campagna di sensibilizzazione e di protesta d intesa con gli studenti della Facolt di Ingegneria e Architettura  cui ho il chiaro privilegio di dettare le mie lezioni e con i quali condivido il dubbio privilegio di lavorare  ormai da  sette anni  in Castello  Cordiali Saluti  Giorgio Pellegrini,4,Sicurezza,cagliari
Luned  giugno  c  stato l ennesimo incidente stradale grave tre auto ed una moto all incrocio tra via Paolo VI e la provinciale via colle lauro  Questo incrocio  estremamente pericoloso anche per i pedoni sia per la forte e incontrastata velocit dei veicoli sia per la mancanza di marciapiedi da e per le fermate bus  Igenitori me compreso sono terrorizzati da tale incrocio  Inoltre la via  molto abitata e anche meta di giovani diretti al parco e all ACLI campetto sportivo  Credo sia ormai indispensabile riadattare la segnaletica stradale per ridurre la velocit dei veicoli  Se potete  installate un autovelox fisso  sarebbe un ottimo deterrente  ,4,Sicurezza,camerano
Buonasera vorrei segnalare come nella via Universita   nel tratto che estendesi dalla Biblioteca Univeristaria alla fine della suddetta  non sia funzionante la pubblica illuminazione da due settimane   Grazie ,2,Illuminazione,cagliari
Da giorni i lampioni in prossimitxe del civico  non funzionano,2,Illuminazione,negrar
buongiorno via monte melaghetto l illuminazione inesistente siamo da quattro giorni al buio  possibile verificare il problema e risolverlo  grazie gli abitanti,2,Illuminazione,cagliari
Ieri  maggio  un auto ha investito un pedone  E  intervenuta l ambulanza e la polizia stradale per i rilievi  L incidente  avvenuto in via Eleonora d Arborea angolo via Lanusei  Questo punto di strada  pericolosissimo non vi sono strisce  pedonali per attraversare la via Eleonora d Arborea da un lato all altro ed il passaggio pedonale  ostruito da una impalcatura ormai da svariati anni  Per chi scende dalla via Eleonora d Arborea  inoltre  si trova all angolo con la via Lanusei e prima di arrivare sulle strisce  viene sfiorato dalle auto che salendo dalla via Lanusei entrano nella via Eleonora d Arborea  In via Lanusei c  una scuola materna con passaggio frequente di bambini  ,4,Sicurezza,cagliari
Manca illuminazione in tutta la via ,2,Illuminazione,negrar
